Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
1262,2019,California,Contra Costa County, Card Club,Other Identification Documentation,10,37.919478999999995,-121.95154299999999
1263,2019,California,Contra Costa County, Card Club,Other Structuring,4,37.919478999999995,-121.95154299999999
1264,2019,California,Contra Costa County, Card Club,Provided Questionable or False Documentation,6,37.919478999999995,-121.95154299999999
1265,2019,California,Contra Costa County, Card Club,Provided Questionable or False Identification,1,37.919478999999995,-121.95154299999999
1266,2019,California,Contra Costa County, Card Club,Refused or Avoided Request for Documentation,75,37.919478999999995,-121.95154299999999
1267,2019,California,Contra Costa County, Card Club,Transaction(s) Below BSA Recordkeeping Threshold,1,37.919478999999995,-121.95154299999999
1268,2019,California,Contra Costa County, Card Club,Transaction(s) Below CTR Threshold,8,37.919478999999995,-121.95154299999999
1269,2019,California,Contra Costa County, Card Club,Two or More Individuals Working Together,2,37.919478999999995,-121.95154299999999
1270,2019,California,Contra Costa County, Card Club,Unknown Source of Chips,1,37.919478999999995,-121.95154299999999
1271,2019,California,Contra Costa County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,37.919478999999995,-121.95154299999999
1272,2019,California,Contra Costa County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2,37.919478999999995,-121.95154299999999
1273,2019,California,Contra Costa County, Tribal Authorized Casino,Check,6,37.919478999999995,-121.95154299999999
1274,2019,California,Contra Costa County, Tribal Authorized Casino,Chip Walking,2,37.919478999999995,-121.95154299999999
1275,2019,California,Contra Costa County, Tribal Authorized Casino,Credit/Debit Card,1,37.919478999999995,-121.95154299999999
1276,2019,California,Contra Costa County, Tribal Authorized Casino,Elder Financial Exploitation,1,37.919478999999995,-121.95154299999999
1277,2019,California,Contra Costa County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,37.919478999999995,-121.95154299999999
1278,2019,California,Contra Costa County, Tribal Authorized Casino,Identity Theft,2,37.919478999999995,-121.95154299999999
1279,2019,California,Contra Costa County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,7,37.919478999999995,-121.95154299999999
1280,2019,California,Contra Costa County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,1,37.919478999999995,-121.95154299999999
1281,2019,California,Contra Costa County, Tribal Authorized Casino,Other Fraud (Type),4,37.919478999999995,-121.95154299999999
1282,2019,California,Contra Costa County, Tribal Authorized Casino,Other Gaming Activites,324,37.919478999999995,-121.95154299999999
1283,2019,California,Contra Costa County, Tribal Authorized Casino,Other Identification Documentation,10,37.919478999999995,-121.95154299999999
1284,2019,California,Contra Costa County, Tribal Authorized Casino,Other Money Laundering,1,37.919478999999995,-121.95154299999999
1285,2019,California,Contra Costa County, Tribal Authorized Casino,Other Other Suspicious Activities,4,37.919478999999995,-121.95154299999999
1286,2019,California,Contra Costa County, Tribal Authorized Casino,Other Structuring,1,37.919478999999995,-121.95154299999999
1287,2019,California,Contra Costa County, Tribal Authorized Casino,Provided Questionable or False Documentation,21,37.919478999999995,-121.95154299999999
1288,2019,California,Contra Costa County, Tribal Authorized Casino,Provided Questionable or False Identification,71,37.919478999999995,-121.95154299999999
1289,2019,California,Contra Costa County, Tribal Authorized Casino,Single Individual with Multiple Identities,1,37.919478999999995,-121.95154299999999
1290,2019,California,Contra Costa County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,2,37.919478999999995,-121.95154299999999
1291,2019,California,Contra Costa County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,2,37.919478999999995,-121.95154299999999
1292,2019,California,Contra Costa County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,3,37.919478999999995,-121.95154299999999
1293,2019,California,Contra Costa County, Tribal Authorized Casino,Two or More Individuals Working Together,2,37.919478999999995,-121.95154299999999
1294,2019,California,Contra Costa County, Tribal Authorized Casino,Wire,1,37.919478999999995,-121.95154299999999
1295,2014,California,Del Norte County, Tribal Authorized Casino,Counterfeit Instrument,1,41.763958,-124.00361399999998
1296,2015,California,Del Norte County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1,41.763958,-124.00361399999998
1297,2015,California,Del Norte County, State Licensed Casino,Other Casinos,1,41.763958,-124.00361399999998
1298,2015,California,Del Norte County, Tribal Authorized Casino,Counterfeit Instrument,1,41.763958,-124.00361399999998
1299,2015,California,Del Norte County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,41.763958,-124.00361399999998
1300,2015,California,Del Norte County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,2,41.763958,-124.00361399999998
1301,2015,California,Del Norte County, Tribal Authorized Casino,Other Casinos,1,41.763958,-124.00361399999998
1302,2015,California,Del Norte County, Tribal Authorized Casino,Other Structuring,2,41.763958,-124.00361399999998
1303,2015,California,Del Norte County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,1,41.763958,-124.00361399999998
1304,2015,California,Del Norte County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1,41.763958,-124.00361399999998
1305,2015,California,Del Norte County, Tribal Authorized Casino,Suspicious Exchange of Currencies,1,41.763958,-124.00361399999998
1306,2015,California,Del Norte County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,41.763958,-124.00361399999998
1307,2015,California,Del Norte County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,1,41.763958,-124.00361399999998
1308,2015,California,Del Norte County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,41.763958,-124.00361399999998
1309,2015,California,Del Norte County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,1,41.763958,-124.00361399999998
1310,2016,California,Del Norte County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,41.763958,-124.00361399999998
1311,2016,California,Del Norte County, Tribal Authorized Casino,Counterfeit Instrument,1,41.763958,-124.00361399999998
1312,2016,California,Del Norte County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,41.763958,-124.00361399999998
1313,2016,California,Del Norte County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,1,41.763958,-124.00361399999998
1314,2016,California,Del Norte County, Tribal Authorized Casino,Other Casinos,2,41.763958,-124.00361399999998
1315,2016,California,Del Norte County, Tribal Authorized Casino,Other Structuring,1,41.763958,-124.00361399999998
1316,2016,California,Del Norte County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,41.763958,-124.00361399999998
1317,2017,California,Del Norte County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,41.763958,-124.00361399999998
1318,2017,California,Del Norte County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,2,41.763958,-124.00361399999998
1319,2017,California,Del Norte County, Tribal Authorized Casino,Other Casinos,1,41.763958,-124.00361399999998
1320,2017,California,Del Norte County, Tribal Authorized Casino,Other Other Suspicious Activities,1,41.763958,-124.00361399999998
1321,2017,California,Del Norte County, Tribal Authorized Casino,Suspicious Exchange of Currencies,2,41.763958,-124.00361399999998
1322,2017,California,Del Norte County, Tribal Authorized Casino,Two or More Individuals Working Together,1,41.763958,-124.00361399999998
1323,2018,California,Del Norte County, Tribal Authorized Casino,Counterfeit Instrument,7,41.763958,-124.00361399999998
1324,2018,California,Del Norte County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,4,41.763958,-124.00361399999998
1325,2018,California,Del Norte County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,1,41.763958,-124.00361399999998
1326,2018,California,Del Norte County, Tribal Authorized Casino,Other Casinos,1,41.763958,-124.00361399999998
1327,2018,California,Del Norte County, Tribal Authorized Casino,Suspicion Concerning the Physical Condition of Funds,2,41.763958,-124.00361399999998
1328,2018,California,Del Norte County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,4,41.763958,-124.00361399999998
1329,2018,California,Del Norte County, Tribal Authorized Casino,Suspicious Exchange of Currencies,2,41.763958,-124.00361399999998
1330,2018,California,Del Norte County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1,41.763958,-124.00361399999998
1331,2019,California,Del Norte County, Tribal Authorized Casino,Chip Walking,1,41.763958,-124.00361399999998
1332,2019,California,Del Norte County, Tribal Authorized Casino,Counterfeit Instrument,18,41.763958,-124.00361399999998
1333,2019,California,Del Norte County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,1,41.763958,-124.00361399999998
1334,2019,California,Del Norte County, Tribal Authorized Casino,Other Money Laundering,14,41.763958,-124.00361399999998
1335,2019,California,Del Norte County, Tribal Authorized Casino,Other Structuring,1,41.763958,-124.00361399999998
1336,2019,California,Del Norte County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,1,41.763958,-124.00361399999998
1337,2019,California,Del Norte County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1,41.763958,-124.00361399999998
1338,2019,California,Del Norte County, Tribal Authorized Casino,Two or More Individuals Working Together,1,41.763958,-124.00361399999998
1339,2014,California,El Dorado County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4,38.785612,-120.534225
1340,2014,California,El Dorado County, Tribal Authorized Casino,Credit/Debit Card,1,38.785612,-120.534225
1341,2014,California,El Dorado County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,38.785612,-120.534225
1342,2014,California,El Dorado County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.785612,-120.534225
1343,2014,California,El Dorado County, Tribal Authorized Casino,Inquiry about End of Business Day,1,38.785612,-120.534225
1344,2014,California,El Dorado County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,9,38.785612,-120.534225
1345,2014,California,El Dorado County, Tribal Authorized Casino,Other Money Laundering,3,38.785612,-120.534225
1346,2014,California,El Dorado County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,2,38.785612,-120.534225
1347,2014,California,El Dorado County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1,38.785612,-120.534225
1348,2014,California,El Dorado County, Tribal Authorized Casino,Suspicious Exchange of Currencies,2,38.785612,-120.534225
1349,2014,California,El Dorado County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,2,38.785612,-120.534225
1350,2014,California,El Dorado County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",3,38.785612,-120.534225
1351,2014,California,El Dorado County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,3,38.785612,-120.534225
1352,2014,California,El Dorado County, Tribal Authorized Casino,Two or More Individuals Working Together,1,38.785612,-120.534225
1353,2015,California,El Dorado County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,38.785612,-120.534225
1354,2015,California,El Dorado County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1,38.785612,-120.534225
